longitude,latitude,class
9.42603,37.00734,1
11.06243,36.82972,0
8.53137,34.9374,1
0.15232,33.43419,0
5.38972,33.14306,0
9.88616,34.33519,0
5.97618,35.66764,0
6.10998,36.68922,0
0.34711,35.43458,0
7.30813,34.62742,1
4.61666,36.65176,1
5.04627,36.51399,1
8.31529,35.42802,0
1.96748,35.17498,0
9.92861,34.88524,1
8.52987,34.93747,1
6.07411,36.49375,1
11.00767,35.4933,1
3.75066,36.17575,1
9.96899,33.88173,1
3.42642,36.43331,1
5.926,36.69453,1
5.21358,35.94646,0
0.86494,33.16716,0
0.45786,34.16449,0
4.85895,36.09288,1
4.88708,34.40012,0
0.00923,35.74007,1
3.37125,34.103,0
3.32843,36.75716,1
3.49503,33.05347,0
9.95768,35.63243,1
1.75055,34.29323,0
3.02131,36.03836,0
4.17194,36.6344,1
9.81874,36.82515,1
-1.49999,35.05143,1
-0.84932,33.86893,0
4.41493,34.781,0
4.58985,36.64677,1
9.99767,36.66523,1
2.72944,36.42179,1
3.13306,34.05958,0
5.99543,34.00805,0
2.39488,35.55465,0
1.16367,33.34583,0
5.75535,35.35413,1
2.36078,34.8159,0
-0.27051,35.80539,1
0.59202,33.69024,0
6.2073,36.89268,0
9.6386,37.07836,1
1.13957,36.32959,1
6.74739,35.88841,1
8.1381,36.58673,1
2.65514,36.41992,0
10.76154,34.92289,1
8.52743,34.93997,1
9.67958,33.3524,0
5.67434,33.59134,0
1.25999,36.02091,0
4.74518,36.55274,1
10.07604,36.36994,0
4.55397,34.21948,0
9.80464,33.95561,0
10.20946,36.8743,1
-0.36734,33.86632,0
9.67871,36.93086,1
9.4734,33.07489,0
9.68184,33.53246,1
1.18873,36.19049,0
9.22566,36.91675,1
9.21591,36.74476,1
-0.26942,35.76278,1
9.73451,36.60429,1
5.19964,36.61474,1
8.79236,34.62321,1
5.54671,36.36665,1
10.25555,36.93723,1
3.86285,34.4133,0
2.71149,36.51007,1
-0.17918,35.79866,1
5.02581,34.28714,0
6.83811,33.3463,1
0.54852,36.01747,0
0.26084,33.95349,0
5.27527,36.35966,1
-1.47971,33.11803,0
10.00313,36.44958,1
4.54885,36.71261,1
4.17033,36.62991,1
9.40425,36.9013,1
6.30544,35.64609,1
-0.35491,35.82951,1
5.73159,34.68912,0
4.60511,36.65407,1
4.16524,36.62038,1
4.17939,36.62526,1
10.81039,35.53474,0
8.52961,34.93729,1
0.52337,35.21639,0
7.75482,36.94507,1
9.91202,34.66187,0
1.69581,33.54936,0
10.31345,35.22779,1
8.05332,35.39385,1
9.33819,36.89725,1
7.20186,35.36815,0
1.30589,35.67727,0
-0.57494,35.63538,1
6.75565,33.49822,0
8.52982,34.93665,1
2.31416,35.91054,1
4.86889,33.57599,0
8.04515,34.87411,0
6.43755,35.19427,0
5.8929,34.44143,1
9.81392,35.72305,1
3.03329,35.32893,1
8.11531,35.9429,1
10.39143,35.16152,0
6.17076,36.13475,1
10.58132,34.59817,1
11.08228,35.27,0
5.33204,35.06403,0
8.74196,36.70601,1
0.19902,33.86151,0
1.35591,36.1309,1
7.16368,35.90795,1
6.95197,36.86282,1
3.37681,33.12307,1
2.95936,33.85604,0
3.21138,34.12408,0
3.31333,36.73352,1
-0.26644,35.76072,1
3.21791,34.87284,0
2.20412,35.64306,0
5.57934,35.53373,1
10.70494,34.88403,0
2.53835,36.37604,1
2.69941,35.61149,0
9.58556,36.1451,0
2.60333,33.04535,0
10.64164,34.68683,1
0.43588,35.96037,1
5.84101,34.6742,1
9.97134,36.2038,1
2.03777,35.68613,0
-1.11943,35.37064,1
5.20248,35.98317,0
2.2471,35.62915,0
4.99929,33.85793,0
3.72749,34.20928,0
0.69021,36.06592,0
8.77387,34.64432,1
4.5944,36.6528,1
4.74381,36.55496,1
8.59145,34.64917,0
10.1595,34.67587,0
7.52822,33.3397,0
6.94679,36.87318,1
7.97795,34.77381,0
11.28636,34.79,0
8.82703,33.79453,1
6.33593,36.67252,1
10.0684,33.91619,1
11.10692,36.89447,0
9.09049,36.34903,0
9.03591,34.44252,0
9.71632,37.30606,1
5.63026,36.42037,0
10.59422,33.41966,0
6.92084,36.18799,0
5.50801,36.339,1
4.55121,36.72071,1
3.33848,36.0664,0
4.52885,35.45609,0
3.32381,33.12528,1
7.66938,33.4135,0
8.49258,33.90266,0
5.70962,34.73264,0
8.6114,36.76585,1
9.31373,36.85163,0
4.58938,36.64853,1
8.5289,34.93872,1
9.01859,35.12382,0
4.13224,36.32636,1
7.46045,34.354,0
5.3769,35.8886,0
-1.28317,34.89923,1
3.24687,36.22735,1
0.47182,35.91592,0
8.53007,34.939,1
5.32825,36.32897,1
5.61595,35.11399,0
2.11612,33.80644,0
4.61131,36.65113,1
5.97766,36.07646,1
10.26215,36.09164,1
7.60895,36.93761,0
4.41002,36.66671,1
10.92684,36.91074,1
-0.26343,35.75952,1
9.56575,33.14907,0
2.99372,36.1421,0
2.92804,36.144,1
4.17288,36.63091,1
2.87204,34.56487,0
2.83559,36.49537,1
10.63899,34.78045,1
4.13116,36.62614,1
7.52245,34.17374,0
6.62038,33.39885,0
5.49884,36.16796,1
6.6228,34.90264,0
7.43251,34.07197,0
7.23452,33.09216,0
6.36066,36.23624,1
4.44841,35.70647,0
-2.18114,35.0568,1
9.2432,37.02912,1
10.28516,36.89779,1
8.38572,33.0729,0
4.29037,33.43508,0
8.35613,36.45719,1
1.7065,34.46285,0
10.55051,35.90376,1
3.4018,36.6605,1
8.15402,33.40762,0
6.23801,35.53579,1
9.72187,37.30439,1
5.57006,34.31465,0
3.95699,36.69561,1
9.71496,35.52882,0
8.13454,36.57925,1
7.64089,36.15169,1
8.72746,35.01672,0
4.01151,36.86976,0
3.36295,33.15141,1
9.3645,36.82035,1
4.18984,35.82578,0
8.16825,35.23127,1
-0.57625,35.63559,1
9.41391,37.14922,1
7.90357,36.81322,1
10.1064,36.72796,1
-0.99884,35.34786,0
1.87434,35.53727,0
7.2189,36.32354,1
4.16084,36.62142,1
5.1494,36.6317,1
3.24588,36.53235,1
-1.13856,33.72734,0
4.26483,36.65737,1
3.88266,35.72528,1
9.68271,33.53142,1
1.35903,34.89515,0
1.23704,36.13389,1
2.69291,36.27369,1
2.87946,36.3693,0
0.76746,33.85674,0
7.84103,36.71569,1
6.95851,36.86741,1
9.57508,35.63673,1
8.13266,36.58956,1
9.58321,36.65981,1
11.1081,33.48307,1
7.84043,36.71394,0
8.97067,36.44487,0
7.24097,34.56996,1
9.03721,33.55778,0
3.94205,36.61309,0
10.53442,36.61742,1
5.75071,35.35371,1
1.98962,33.07962,0
9.56429,34.15059,0
9.06394,36.81544,1
0.71114,34.15334,0
5.99838,36.54744,0
4.34245,34.22584,0
9.81858,34.07311,0
-0.72655,33.49815,0
2.28198,35.02386,0
3.32889,33.18209,1
6.4695,35.05787,1
7.83695,36.20755,0
1.18566,34.47378,0
7.60239,35.47543,0
0.33118,34.80121,1
5.76342,35.49185,0
9.89001,34.12468,0
5.66177,36.17516,0
6.50724,35.38126,0
6.09437,33.19572,1
3.27432,36.62453,1
2.74568,35.2257,0
3.10993,34.98511,0
3.16111,36.70736,1
10.16302,35.6409,0
0.33007,34.7979,1
-0.2696,35.76373,1
4.59512,36.64921,1
-0.88754,34.4898,0
2.84209,35.66547,0
0.26313,35.75334,0
9.51739,33.87181,0
6.90096,36.81923,0
9.58137,36.99002,1
-0.59293,35.50983,1
-0.61667,33.32554,0
3.48512,33.33347,0
9.29389,36.76705,1
6.76524,36.06904,0
5.13247,36.32676,1
3.67336,36.33778,0
10.64004,35.83609,0
2.47064,34.26932,0
6.12099,36.55996,1
5.74586,36.58976,1
5.00782,36.79076,1
-1.76273,34.79435,0
5.46565,36.18493,1
6.13608,35.75684,1
7.97002,34.72279,0
9.25,33.82249,0
2.76219,36.60608,1
3.80432,33.57662,0
-0.8264,34.91876,0
5.89148,34.43791,1
-1.70178,34.77147,1
-0.59504,33.37785,0
9.16541,37.01318,0
-1.27132,34.67196,0
1.56116,34.6906,0
3.75648,36.64741,0
9.67142,34.37903,0
4.87061,35.92022,0
7.92763,36.28828,1
0.38051,35.00069,0
7.35227,33.78791,0
4.36697,35.68852,0
3.22537,33.01898,1
5.66867,35.94011,0
1.77608,33.44678,0
9.3362,36.89493,1
7.11991,36.49486,1
8.79681,34.37935,1
6.41896,36.19383,0
-1.34159,35.31062,1
6.69589,36.44449,1
3.88521,34.77595,0
2.63756,33.61824,0
7.63179,36.7294,1
6.91248,36.77959,1
5.90395,36.41238,1
5.80026,36.47848,1
6.96066,35.57135,1
8.50636,34.71672,0
5.32012,36.41185,0
4.1654,36.62495,1
5.24466,34.00763,0
-1.29791,34.9435,1
1.35588,35.34148,1
0.33119,34.80086,1
1.3541,35.3388,1
3.11262,33.96627,0
5.64529,35.81552,0
4.10369,33.99024,0
9.20077,34.13013,0
9.74372,35.31225,0
7.23951,34.57095,1
6.35397,33.00551,0
-0.98777,35.61503,1
1.19285,35.34465,0
7.76803,36.78858,1
-0.06526,34.75571,0
6.8887,36.65587,0
9.27448,33.45376,1
6.93383,36.88163,1
8.9478,33.67383,1
4.32635,36.78379,1
4.77406,33.88668,0
8.68277,36.47934,0
1.44518,34.56232,0
0.61642,35.87416,0
1.80983,35.51916,0
-0.4002,35.40416,0
-0.34276,33.47535,0
3.95994,36.77414,1
9.00709,37.05915,0
1.86817,34.40496,0
6.70339,34.07577,0
6.1731,36.34085,1
1.97303,35.4564,0
1.43703,33.90885,0
6.9898,36.86673,1
10.85779,33.84835,0
9.45479,36.91254,1
4.64219,36.81256,0
2.21276,34.90474,0
-0.65294,35.35484,0
-0.80197,33.16763,0
2.47194,36.49315,1
3.24149,36.53313,1
3.51097,33.20567,0
6.27751,34.32108,0
2.4701,36.49344,1
7.62778,36.81524,1
7.06178,36.36056,1
2.68839,36.27035,1
7.62773,36.79362,0
-1.14533,35.58622,0
9.14607,36.47535,1
9.19824,36.82539,1
3.95921,34.6126,0
3.33229,36.58946,1
6.62702,36.4296,1
10.00149,37.09267,0
0.24281,33.79165,0
3.39106,36.67986,1
8.79245,34.3806,1
3.30893,33.12452,1
9.67861,33.52859,1
3.06057,34.03729,0
1.04322,35.50425,0
9.37998,36.79208,1
9.3445,34.79157,0
3.18127,36.51597,1
5.47169,35.33323,0
9.31532,36.32492,1
4.18099,36.63181,1
6.17235,36.34237,1
4.13551,36.6253,1
1.20142,33.84309,0
-0.29064,34.06309,0
-0.25906,35.77485,1
8.97866,36.76194,1
9.25234,36.70218,1
3.41845,36.30528,0
3.36417,35.60888,0
5.76894,36.74633,1
9.05051,36.06266,0
3.85719,34.30196,0
1.3578,35.33994,1
5.97673,35.47404,0
0.3801,33.55356,0
11.10697,33.48241,1
3.32182,33.18524,1
6.8788,35.25967,1
8.04082,33.16636,0
4.64021,36.55327,1
-1.1073,34.81986,1
3.94656,36.38478,0
4.14173,36.6213,1
-0.88222,35.68797,0
6.2673,34.48844,0
5.31907,36.58785,1
4.36077,34.87065,0
7.24028,34.57044,1
10.54106,36.3973,1
8.83405,35.31327,0
2.15709,33.04207,0
2.57757,33.05973,0
4.81661,36.87041,1
5.99986,35.85247,1
6.12655,36.55721,1
2.83934,36.49262,1
0.18264,34.01411,0
10.60729,34.74103,0
4.15761,35.73322,0
4.99673,35.96445,1
9.60579,33.44508,0
10.75013,35.15595,0
10.0802,33.9277,1
4.32013,34.62733,1
6.55493,37.02053,1
10.01064,36.47496,1
2.70286,35.19669,0
7.2474,34.71455,0
8.84913,33.55029,0
6.16848,36.13419,1
8.50727,35.66586,0
3.91264,36.89076,1
2.48783,33.32047,0
4.24617,33.58183,0
10.41265,33.55333,0
6.47533,33.49915,0
7.29087,36.29833,1
8.44665,35.40854,0
-0.25665,35.74756,1
2.04629,35.10926,0
9.72891,36.34476,1
6.43648,34.1452,0
5.24813,36.49308,1
9.13464,36.88007,1
10.58287,34.60112,1
-1.49013,33.2496,0
3.51371,36.6528,1
3.17747,36.52171,1
-1.0763,34.93067,0
6.51151,36.29058,1
0.96892,35.16237,0
4.42027,36.66115,1
4.30476,36.87276,1
-0.29651,33.24754,0
0.79667,34.87711,0
7.31033,34.6273,1
10.67415,36.52921,1
5.78877,34.66433,0
6.02438,35.8668,1
5.60834,35.14091,1
1.28674,36.44139,1
3.75936,36.37165,1
3.13514,36.61433,1
6.93746,36.81812,0
6.47409,35.66842,0
7.12213,34.51767,1
5.8399,36.17798,1
6.19276,36.59202,1
5.48106,36.33813,1
7.95441,33.89932,0
9.38573,36.74372,0
1.40065,36.52996,1
5.00621,36.78964,1
5.72329,36.51365,1
4.47131,35.71286,1
6.8021,35.24631,1
10.27683,36.69448,0
2.7202,36.459,1
6.22874,36.66197,1
-1.50128,35.05315,1
-0.2622,35.62646,1
6.00369,33.60321,0
2.71812,36.44915,1
10.10393,33.04441,0
0.53273,34.76638,0
2.76083,36.67039,1
-0.47667,34.16415,0
6.81904,36.43855,1
7.33045,34.11731,0
2.84088,36.63277,1
-0.95402,33.80238,0
11.10559,35.20439,1
8.5699,33.25552,0
3.74634,36.1842,1
7.75564,34.3575,0
3.13701,36.5969,1
8.01085,34.18935,0
4.24692,35.85011,0
1.129,36.48316,1
0.83765,33.73562,0
8.94737,33.67273,1
3.99342,36.70103,1
-1.62199,33.30233,0
-1.43183,34.55684,0
-0.25377,35.74693,1
3.48846,36.51978,0
7.64722,34.6133,0
3.64421,34.51563,0
4.54012,33.79592,0
9.6851,33.52908,1
2.59987,35.26978,0
2.67177,36.40541,1
-0.32662,35.78854,1
4.42106,36.65778,1
9.60739,37.04352,1
6.87097,35.54945,1
10.55287,36.39654,0
1.47287,35.78475,0
1.0878,33.71667,0
6.51445,36.28936,1
-0.31235,35.83298,1
9.13535,36.88339,1
10.86887,33.8385,1
2.02844,34.21899,1
9.50404,37.22989,1
2.68906,36.27433,1
8.9882,36.72415,1
8.37154,33.05799,0
10.11837,34.96184,1
8.38447,36.79382,0
5.17752,33.31764,0
2.92732,36.10168,0
-0.57079,35.59676,0
9.81974,35.72331,1
9.02974,36.662,1
1.90395,36.24681,0
0.88807,35.43643,0
6.96543,34.57418,1
-0.34992,35.80654,1
5.895,36.41176,1
-1.40862,34.42886,0
10.01288,34.14001,1
0.82681,33.09826,0
10.34586,36.40875,0
3.23873,36.6262,1
5.59423,34.21888,0
5.29515,34.72124,1
1.7192,36.31899,0
0.86604,34.29339,0
1.02789,35.5355,0
9.026,35.88724,0
7.2628,36.63183,1
9.81745,36.37705,0
10.82093,33.46816,0
2.51653,34.51309,0
4.47366,36.88981,1
7.36744,36.84657,1
11.37128,33.02408,0
10.74825,35.14178,1
-1.7291,34.82704,0
2.13968,35.53868,0
5.48212,36.52253,1
6.91785,36.83276,1
-1.38712,35.15537,1
8.52768,34.93665,1
9.42871,36.87857,1
7.58064,36.3687,0
9.57862,36.66063,1
6.10269,36.31556,0
4.11978,36.61671,1
5.24481,36.48859,1
3.18031,36.70549,1
0.23558,36.08886,1
7.67853,36.79686,1
5.15639,35.85061,0
10.21503,36.88947,1
4.07648,36.31724,1
10.58583,35.00617,0
-1.10806,34.82314,1
7.30785,34.6264,1
-0.3795,34.87488,0
5.40089,34.78659,1
4.50659,36.83256,1
7.10106,34.33941,0
6.97566,36.5342,0
-0.13599,34.36285,0
1.1498,36.48302,0
1.52862,35.2413,0
3.00533,36.49053,0
5.05197,36.02196,0
9.42878,34.90794,0
2.4638,36.49173,1
6.63741,34.31522,0
3.12575,36.68346,1
7.30835,34.62778,1
10.70603,35.31688,0
6.16394,36.27272,1
6.35572,33.17001,0
6.5117,36.29276,1
9.39716,37.16029,1
4.0773,35.3839,0
1.25289,35.32044,0
6.84412,33.40137,1
8.63784,33.82023,0
6.48046,35.22568,0
9.4966,33.94696,0
2.831,35.18684,0
5.3716,35.64791,1
4.40125,36.66553,1
2.23199,35.33509,0
6.94368,35.32933,1
4.3934,34.47632,0
4.4137,34.18665,0
1.8741,35.46259,0
6.9059,33.4837,0
3.49554,36.46401,1
0.81178,36.18063,1
6.53307,34.51208,0
1.23536,36.13347,1
0.41722,33.10381,0
7.02128,36.43864,0
10.5856,34.60306,1
0.94457,33.96749,0
10.24475,36.77018,1
9.79787,35.19935,0
8.20922,36.26258,1
5.01409,36.48318,0
7.42291,34.84672,0
2.43797,34.52426,0
7.7828,35.77662,0
0.55843,35.73761,1
-0.96192,33.11593,0
5.64851,33.05447,0
9.559,37.26545,1
5.07915,36.527,1
1.23567,36.1346,1
7.69173,36.77441,1
3.31824,36.65678,1
9.71599,37.30465,1
3.35224,33.17765,1
6.53599,34.24231,0
6.51018,36.29156,1
2.81153,35.50204,0
6.10017,36.13503,1
3.44738,36.71149,1
4.15709,36.7563,1
7.45673,36.92294,1
5.04525,34.21223,0
9.74063,33.74775,0
0.76014,33.66752,0
3.68564,35.90941,0
3.26022,36.39219,1
10.03021,33.96379,1
10.70977,34.81744,1
0.38074,33.57809,0
5.40436,34.79124,1
2.3569,34.94722,0
5.66699,34.90732,1
5.30719,36.01834,1
4.79633,33.52062,0
0.38447,35.76845,0
6.79293,35.24042,1
3.15437,35.2606,0
4.20565,35.8947,0
8.94556,36.5444,1
8.01234,34.21567,0
5.13157,33.30688,0
3.50015,36.46346,1
9.43052,36.88482,1
6.14146,34.71689,0
4.19199,34.48842,0
2.0874,36.52442,1
3.2659,34.49627,0
9.17248,35.33936,0
-0.74687,35.19942,0
2.48087,36.57731,0
9.61954,33.58282,0
9.65451,33.69862,0
-0.24098,35.80509,1
6.93694,36.88264,1
2.90293,34.90087,0
8.18528,36.77702,0
9.85015,34.80942,1
10.27127,33.54695,0
1.88198,34.8003,0
3.55766,36.48191,0
8.87016,35.44986,0
4.0493,34.13934,0
1.35373,35.34068,1
9.19201,35.88852,1
2.83904,36.6313,1
4.76166,35.26312,0
9.28056,34.54883,1
3.42777,35.29263,0
3.4824,36.39922,0
9.82414,36.82575,1
5.97473,33.88026,0
8.24159,36.93465,0
4.86029,35.39782,0
8.26064,36.36541,1
3.05091,36.27417,1
4.59001,35.90495,0
8.49962,33.5593,0
1.53562,35.1982,0
3.24347,36.73565,1
11.10812,33.48245,1
7.13063,35.44445,1
3.66419,36.27761,0
0.80034,35.92949,1
4.61608,35.98691,1
-0.26653,35.76165,1
6.63022,35.76415,0
1.83104,33.17613,0
9.63609,34.93858,0
-0.41636,33.2631,0
5.13242,36.33499,1
9.26601,37.05856,0
7.28408,36.8919,1
10.07268,33.28416,0
4.99723,35.96488,1
9.39274,36.90667,1
3.15878,34.39278,0
6.56692,37.02195,1
2.86033,33.41571,0
4.5659,36.70985,1
10.18036,35.90717,0
7.24248,34.57036,1
6.82336,36.4577,1
0.13184,35.32331,1
7.24032,34.57082,1
5.25133,35.41714,0
3.98208,34.17165,0
9.19724,35.66437,0
7.28769,35.83998,0
5.40074,36.50409,1
1.35803,35.34,1
9.07357,34.89237,1
4.15726,35.70673,0
-0.27126,35.80463,1
8.91994,36.91547,0
5.4911,36.61446,1
8.12288,36.57848,1
7.71243,36.2605,1
3.07058,33.39324,0
-0.70598,35.52055,1
-1.36573,33.13667,0
4.23305,36.39146,0
2.82113,35.73247,0
5.31473,34.62882,0
9.53321,37.22942,1
8.89975,33.55193,1
5.76624,35.34636,1
6.37124,36.28033,0
-0.63093,34.41,0
4.1803,36.63546,1
-1.36147,34.0162,0
3.8724,35.58295,0
-0.65539,33.80812,0
-1.6662,33.92158,0
7.63882,36.50253,0
0.23157,36.08483,1
2.18902,35.17217,0
5.26109,35.12446,0
5.82413,34.69678,1
6.95246,36.88227,1
6.86394,36.39502,1
8.79506,34.37861,1
10.69739,36.56799,1
6.62701,36.89275,0
1.31365,36.17643,1
3.14413,34.62398,0
10.66244,36.70298,0
7.24345,34.57153,1
8.12883,36.57223,1
9.54013,36.72994,1
3.34881,36.67438,1
-0.17355,33.85426,0
2.71054,36.51262,1
9.24312,34.8853,1
3.84594,36.80738,0
7.60932,33.63285,0
10.28707,36.19291,0
2.88131,36.59835,1
-1.54173,35.17066,0
9.33788,37.07971,0
8.94069,34.35498,0
4.50223,36.87757,1
7.698,36.7951,1
6.12685,36.59268,1
6.5981,36.49673,1
5.70534,36.11044,1
6.54724,36.03436,1
0.08256,33.586,0
8.16963,35.40376,1
-0.20797,35.802,1
6.96501,35.01436,1
3.719,36.53074,1
3.50356,34.87196,1
-1.0165,34.86451,0
4.01333,34.09699,0
3.24652,33.61246,0
5.29864,36.09907,1
6.40846,33.49,0
2.29491,36.5799,0
-0.32345,34.55708,0
6.56753,33.93865,0
9.23602,36.83374,1
9.29322,36.77045,1
4.94274,34.24756,0
8.40181,36.37924,0
4.58998,36.54253,1
1.18977,33.93783,0
8.3412,33.45151,0
0.78581,35.92366,1
7.66982,36.43013,1
0.43459,35.96243,1
9.17591,36.93843,1
5.26034,36.42695,1
5.07194,36.74385,1
5.41189,34.7898,1
5.77658,36.45329,1
9.21536,36.79542,1
8.35794,36.43162,1
9.23562,36.35099,1
4.55082,36.43293,1
8.49289,34.84941,0
9.78298,34.00753,0
9.88216,36.51018,0
4.58925,36.53723,1
-0.36017,35.84184,1
4.17161,36.633,1
0.89884,33.92648,0
6.34279,35.64445,1
0.9043,33.44549,0
8.85652,34.5037,0
0.64726,36.26294,1
2.8342,36.4912,1
-0.09557,35.15117,0
7.46067,34.40651,0
10.0376,35.9702,0
1.7517,33.37927,0
6.19864,35.59462,1
5.19189,36.54611,1
5.66892,36.21472,0
7.11552,36.49413,1
5.8456,34.66891,1
3.4316,36.72603,1
3.26913,36.63007,1
9.07198,34.89212,1
10.44078,35.6941,0
8.75891,33.21477,0
-1.54627,33.99348,0
1.55041,34.70057,0
9.52965,37.06401,1
2.09268,36.529,1
7.90457,36.1317,0
10.06679,36.72797,1
6.04981,36.61576,1
2.50746,34.99422,0
10.4774,34.60739,0
5.63719,36.52388,1
3.58142,36.24801,0
5.9175,33.59866,1
5.63137,35.54717,1
9.3475,35.60398,0
2.00042,35.87813,0
-0.23433,33.2978,0
1.14493,33.48806,0
1.35646,35.34062,1
0.51789,34.12258,0
4.43437,36.90041,1
8.18031,36.46482,0
2.35681,33.34502,0
8.43121,34.30912,1
8.88482,33.19709,0
4.69819,33.53616,0
0.48679,35.5475,0
6.94311,35.38631,0
8.64949,35.94792,0
5.24717,35.91677,0
3.72591,33.51929,0
4.58814,36.65572,1
6.93609,36.68649,1
6.38128,36.72844,1
3.69648,35.93785,0
2.73594,36.56433,0
11.27288,34.74883,0
11.05815,33.01115,0
4.43371,36.90747,1
7.01361,34.21623,0
-0.68728,33.57467,0
-0.667,35.03782,1
0.56276,33.20976,0
10.04223,35.9571,1
7.57144,36.59007,0
2.88141,36.59622,1
-1.34115,35.31086,1
10.14796,34.34949,1
6.32219,36.64869,1
7.90589,34.05093,0
10.28075,36.16275,1
5.68784,35.1851,1
10.5886,34.60355,1
7.07281,35.09488,1
8.35128,35.60754,0
-1.7307,35.09015,1
9.33586,35.36313,0
4.92848,36.4046,1
8.38184,33.64275,0
7.06175,36.54584,1
9.5718,36.18472,0
8.72625,34.63305,1
5.68216,36.7063,1
0.37388,35.9315,1
4.47393,36.83904,1
5.82119,33.09872,0
5.91495,35.52045,1
3.19662,35.84803,0
3.66525,34.66239,0
5.88749,34.43851,1
3.0636,33.68114,0
6.81468,34.12044,0
8.14849,35.30815,0
7.23795,34.57002,1
0.6291,34.58777,0
10.63616,34.73964,1
8.23452,36.67612,1
9.81134,36.82716,1
8.01349,34.03196,0
0.267,36.09098,0
3.52679,36.60032,0
3.62331,34.78791,0
3.34797,35.33221,1
-0.28994,35.49325,0
-1.02232,35.42873,0
4.18131,36.84103,1
-1.68923,34.69546,0
10.23274,36.65535,1
0.03837,33.57642,0
3.01744,35.37228,1
6.30124,33.44184,0
5.57254,34.62645,0
1.85791,33.49134,0
3.64954,36.67071,0
4.49874,36.03816,0
8.1757,35.40211,1
0.00442,33.5718,0
0.61382,34.47029,0
5.98931,35.63696,1
7.70558,36.7916,1
9.76013,35.28537,0
10.76291,34.92299,1
2.01028,33.41549,0
5.53833,36.51534,1
8.82662,34.35762,1
5.07352,35.97886,1
4.02546,36.82938,1
5.60303,34.1043,0
0.2194,34.24909,0
3.51204,36.65226,1
2.95254,36.53369,1
4.57736,36.53454,1
5.45603,36.56712,1
7.45031,36.36278,1
9.9266,34.28732,0
7.07537,35.09549,1
-0.83495,34.173,0
5.00416,36.78704,1
6.88165,36.10749,1
11.03375,33.31942,0
6.96124,36.88081,1
4.26804,36.65612,1
2.35473,36.55784,0
9.56948,36.60572,0
7.59531,36.74818,1
1.17679,36.30726,0
0.6866,35.45565,0
9.79103,36.96426,1
-0.36375,35.82535,1
4.17289,36.62856,1
-0.18922,35.79737,1
1.3122,36.1747,1
4.16589,36.62402,1
3.32763,36.75805,1
6.05923,33.20175,0
4.17058,34.20668,0
