longitude,latitude,class
0.6855,33.78807,0
7.61843,36.20549,1
9.73851,34.46087,0
7.18901,36.30113,1
-0.23624,35.81004,1
2.08758,34.21438,0
5.41644,33.76759,0
-0.21473,35.80664,1
3.74853,36.18369,1
5.60991,36.38571,1
10.58635,34.60512,1
4.77161,35.54302,0
-1.49761,33.3202,0
8.42998,34.31082,1
6.58474,36.33811,0
2.0874,36.52442,1
4.40927,36.67008,1
-1.94784,37.00557,0
3.38539,36.68784,1
-0.81855,34.43021,0
-0.56109,35.16275,0
5.27292,34.74918,1
3.08121,36.75034,1
3.86336,34.86919,0
3.17648,36.52435,1
-0.26854,35.81958,1
-0.26635,35.81683,1
8.62353,35.34701,0
9.98706,34.53389,0
3.66063,34.89003,0
8.67971,34.85258,0
-0.61055,33.48175,0
-1.50128,35.05315,1
9.68231,33.532,1
7.24118,34.57389,1
4.93393,35.80454,0
3.61563,35.69251,0
5.48677,36.54121,0
-0.23104,35.80993,1
5.84217,34.67804,1
2.3363,35.71018,0
10.66702,36.84027,1
2.16038,33.49025,0
7.12898,36.09021,1
1.37303,35.21294,0
7.84014,35.76948,0
6.47771,36.58746,1
-0.35328,33.67926,0
9.41391,37.14922,1
2.51544,35.24006,0
8.35371,35.47686,1
5.76202,35.89673,1
8.53926,34.35292,0
5.26954,36.33748,1
3.32905,36.75671,1
5.26779,36.33783,1
-0.23542,35.80926,1
2.74525,33.28105,0
5.19994,36.50008,1
3.85306,34.84339,0
6.55177,35.51548,0
-0.26651,35.8167,1
-0.23711,35.80894,1
4.1623,36.62308,1
8.04334,35.38996,1
-0.66704,35.03614,1
4.08001,36.31971,1
2.99463,36.48089,0
4.30831,35.03652,0
1.84506,34.92041,0
5.41822,35.92837,0
9.15297,36.78807,1
6.01874,33.31118,0
4.55659,33.44085,0
6.89413,36.2284,1
4.13865,36.62733,1
9.46065,34.2706,0
5.77017,35.71586,0
2.0728,35.02427,0
4.50223,36.87757,1
-1.23494,34.92457,0
9.42662,34.16072,0
5.69992,36.29913,0
3.30316,36.54848,0
-0.2553,35.74725,1
0.19198,35.81059,0
0.0391,34.73915,0
5.96087,35.43522,0
-0.22833,35.14085,0
1.99704,33.39291,0
-1.60412,34.87622,0
9.48015,36.92757,0
5.43777,36.17337,1
1.78042,36.51143,0
3.03504,36.11816,0
10.36682,34.64173,0
4.52835,33.24068,0
2.77245,34.74731,0
10.2024,36.67238,1
9.77703,37.07567,1
6.46999,36.20182,0
5.79887,35.05578,1
2.71712,34.51096,0
-0.26847,35.81937,1
10.09572,35.48545,1
7.70762,36.2751,1
7.99412,33.40254,0
4.63281,35.65713,0
-0.23415,35.80886,1
7.70545,36.78685,1
-1.3496,35.31551,1
6.68711,33.12277,0
7.4697,34.29053,0
4.93691,36.47406,1
-0.23703,35.80896,1
4.15916,36.86851,1
4.44194,35.88263,1
2.76118,36.67076,1
5.64815,36.40777,1
6.9898,36.86673,1
10.01533,35.46555,1
3.05126,36.6305,1
-0.4816,35.58368,0
6.64181,33.66997,0
6.30544,35.64609,1
-0.23558,35.80849,1
9.32367,35.21089,0
0.14114,35.90878,1
4.61447,35.80617,0
2.09369,36.52507,1
10.98771,35.6078,1
6.06135,33.77941,0
9.06242,34.55303,0
-0.23818,35.80937,1
6.28822,36.85327,0
9.05178,33.34005,0
3.35564,33.40275,0
3.03329,35.32893,1
9.92861,34.88524,1
-0.54734,33.2738,0
9.1063,35.68415,0
10.02907,36.5026,1
5.57559,36.17767,1
9.38946,35.70044,0
6.54845,37.00726,0
8.74584,36.07623,0
8.98957,35.91558,1
4.49966,33.08618,0
9.63046,36.84365,0
4.14455,36.71239,1
1.13732,35.79676,0
11.10656,33.48101,1
10.67519,34.74155,1
5.91799,33.96935,1
4.60697,36.64694,1
5.29262,34.51449,0
9.82414,36.82575,1
11.10812,33.48245,1
4.44091,36.63603,1
4.85883,34.97163,0
1.38845,34.9759,0
9.18866,35.89251,1
6.45572,36.37057,1
8.27757,36.37908,1
10.91046,36.75103,1
2.18756,35.26629,1
2.11237,33.65149,0
5.32825,36.64039,1
-0.2428,35.81019,1
8.9882,36.72415,1
-0.27077,35.81688,1
-0.93639,35.56458,1
3.5674,33.16446,0
6.94348,36.88162,1
2.70203,34.22066,0
9.57037,35.63697,1
1.5742,36.10833,1
7.23951,34.57095,1
8.19458,36.45554,1
2.72733,36.43017,1
6.4018,36.5197,1
10.95133,35.40294,0
3.84732,36.38886,1
6.6205,36.4353,1
7.23981,34.57264,1
10.82329,36.53064,1
8.43496,33.90315,0
-0.84165,35.68321,0
7.13439,36.37279,1
3.13547,36.60116,1
3.06775,36.52211,1
3.88266,35.72528,1
7.24102,36.03388,1
0.81451,34.55055,0
9.17015,35.15525,1
5.24852,36.49268,1
5.80241,36.78248,0
3.37008,33.03994,1
9.51955,35.46631,0
-0.27513,35.8067,1
5.27794,34.74493,1
1.82021,34.86606,0
1.18523,34.55283,0
9.7905,33.92413,1
1.5396,34.74796,0
7.02489,33.84627,0
6.18451,36.58454,0
6.46533,35.05682,1
4.58457,36.54171,1
-0.18774,35.7993,1
6.96875,33.74347,0
10.17165,35.53529,0
4.16023,36.62909,1
1.73275,36.11196,0
-0.51723,34.03549,0
-0.26961,35.81668,1
-0.24102,35.80457,1
4.57573,34.54346,0
5.87921,36.1948,0
3.57047,35.80531,0
-0.38458,35.5031,0
9.15186,36.96771,1
10.58655,34.60085,1
9.04846,34.0704,0
1.47785,33.91151,0
6.86371,35.56496,0
6.11982,36.64837,1
3.57098,33.85035,0
8.73068,34.63381,1
-0.18645,35.80175,1
5.01799,34.92952,0
3.333,36.58615,1
7.23913,36.03808,0
9.12508,34.76403,1
4.59392,36.65129,1
10.03021,33.96379,1
8.25894,36.36163,1
10.05722,33.56109,0
2.48709,34.75949,0
5.72329,36.51365,1
10.06441,34.29805,0
3.1067,33.59776,0
3.166,36.54364,1
0.67907,35.9952,1
5.13289,36.32277,1
4.59238,36.6599,1
-0.23737,35.80887,1
8.35613,36.45719,1
3.13732,36.60074,1
-0.23782,35.80882,1
6.74739,35.88841,1
6.75254,36.60144,0
1.73281,36.55008,1
1.93294,33.11144,0
5.9513,33.71078,0
5.0321,34.75305,0
10.6433,36.64268,1
0.25595,35.94529,1
9.7217,33.83447,0
3.32476,33.06975,1
6.14721,35.00071,0
10.46443,35.10176,0
8.75085,34.40676,0
9.67317,35.33874,0
1.17152,33.77397,0
0.88144,33.70977,0
-1.49012,35.28448,0
-0.24101,35.81105,1
2.02105,36.10569,0
-0.2389,35.80938,1
9.74619,33.83103,0
-0.24033,35.81126,1
3.79406,36.78734,1
9.56519,37.2592,1
0.08538,33.3472,0
2.89541,34.52221,0
-0.57625,35.63559,1
0.8753,35.85177,0
9.68649,35.60653,1
6.55672,37.01603,1
6.69498,36.66355,0
1.65857,34.3971,0
9.06394,36.81544,1
4.93543,36.47992,1
1.13233,33.53492,0
10.02147,33.45213,0
2.34344,34.49358,0
4.16524,36.62038,1
-0.23646,35.80992,1
9.5799,34.13386,0
4.604,36.65761,1
9.24381,37.02277,1
0.30495,35.71125,0
5.96303,33.46397,1
2.78883,33.32537,0
1.47045,35.0251,0
3.4018,36.6605,1
8.144,36.58045,1
9.01074,35.19545,0
3.32763,36.75805,1
-1.75563,34.85968,1
5.81876,33.5757,0
-0.23704,35.8087,1
6.64004,34.30019,0
5.4812,36.33085,1
4.56312,33.09405,0
0.95632,34.71233,0
11.10559,35.20439,1
-0.76182,35.73644,1
-0.14287,34.08688,0
2.99193,36.03883,0
10.02342,36.50377,1
3.26641,36.62906,1
3.86039,35.07017,0
-0.23514,35.80989,1
-1.28959,34.77272,0
7.44501,36.40781,1
6.10808,34.55927,0
0.35235,36.05502,0
2.1873,34.72173,0
9.22498,37.01746,1
5.94469,35.62498,1
6.51165,36.29211,1
8.96059,36.64592,1
-0.23814,35.81217,1
6.56613,37.01773,1
0.12738,36.02042,1
4.86247,36.09056,1
7.75482,36.94507,1
4.12242,33.40806,0
6.75096,36.34829,1
10.04223,35.9571,1
4.01667,35.81938,0
7.08861,33.78777,0
7.06466,33.7211,0
3.08164,36.75105,1
-0.92178,35.55524,1
8.21665,36.66984,1
-0.89872,34.86406,1
-0.23427,35.80891,1
5.1992,36.50336,1
1.35599,36.13626,1
5.11677,36.54544,1
3.36687,34.01338,0
1.84984,33.5005,0
4.59334,36.64766,1
4.96998,33.28175,0
0.82933,34.71585,0
5.97969,36.59901,1
7.30034,36.74814,0
8.27061,36.37823,1
6.07193,33.07676,0
8.25502,33.31122,0
7.12055,36.49151,1
5.27456,36.63065,0
6.62477,33.31836,0
7.697,36.66966,0
0.28753,34.1043,0
7.42489,36.50715,1
11.10678,33.4794,1
7.28471,36.88811,1
4.42425,35.86904,0
8.51179,36.35296,0
4.90836,36.13711,0
10.68727,34.92207,1
5.13619,36.33711,1
10.58584,34.60244,1
-1.86695,34.0673,0
10.54503,35.3552,1
3.08272,36.75143,1
4.27503,35.51634,1
11.10447,35.22484,0
6.04981,36.61576,1
6.02967,35.86686,1
-1.35183,35.24958,0
4.08916,36.59569,1
5.26807,36.5534,1
5.96156,34.00544,1
5.75937,36.54332,0
-0.23569,35.81031,1
-0.2139,35.8032,1
9.27632,35.01481,0
10.58315,34.60141,1
-1.7307,35.09015,1
5.07765,36.74498,1
9.55576,37.258,1
8.54254,33.36883,1
7.36093,35.7683,1
7.4345,36.61526,0
-0.24045,35.81289,1
-0.24137,35.81218,1
7.62761,36.72478,1
3.98052,36.41054,1
10.66968,33.0329,0
-0.26485,35.80545,1
7.87007,33.73476,0
5.42461,36.60367,1
-1.92668,33.7086,0
-0.21359,35.80231,1
8.17268,33.92859,1
3.20764,36.60926,1
5.51881,33.79946,0
-0.26612,35.55244,0
8.72713,34.90418,0
3.76368,36.37209,1
10.58864,34.59808,1
2.93738,35.49451,0
1.27846,34.97593,0
3.11112,34.10313,0
4.17676,36.63248,1
6.61668,36.18433,0
-1.31246,33.31375,0
5.74418,33.84342,0
7.30285,36.76649,1
7.68451,36.56008,0
7.55009,36.39308,1
8.52892,34.93877,1
7.30813,34.62742,1
8.43705,36.4502,1
-0.75921,35.05552,0
11.06645,34.67487,0
-0.77349,33.87597,0
4.58984,34.13644,0
6.79935,36.09044,1
2.71705,36.45644,1
3.13701,36.5969,1
4.02106,36.31458,1
4.59558,34.75493,0
10.60045,34.77076,1
5.75964,34.85579,1
8.95251,36.54327,1
0.61944,33.04809,0
4.14585,35.27898,0
2.77038,34.23387,0
6.48981,36.93413,1
5.61073,34.38149,0
6.35632,33.47738,0
9.78145,34.75422,0
8.30073,34.17068,0
-0.86551,35.55917,1
1.03614,34.85173,0
-1.58012,34.66693,0
-0.67229,35.52451,1
5.3074,35.61861,0
10.70379,36.46997,0
5.91684,33.59883,1
5.57122,36.18074,1
0.13303,33.82005,0
-0.26748,35.76445,1
0.28217,34.45194,0
6.29338,36.62877,1
-0.23534,35.8096,1
-2.05127,33.44493,0
6.02538,33.52113,1
7.20592,36.41485,0
4.39464,36.67506,1
5.17972,36.51213,0
4.47892,35.70771,1
11.10878,33.48401,1
4.15709,36.7563,1
-0.0054,34.19656,1
1.19392,36.13834,1
-0.11777,34.60629,0
9.81327,37.28135,0
-0.23186,35.80937,1
3.28194,36.7891,0
8.73964,36.57203,0
10.02436,36.50443,1
8.23478,36.64366,0
0.61681,35.08437,0
-1.57709,34.20975,0
8.98515,33.71629,0
1.09659,35.53885,0
-0.25665,35.74756,1
-0.79737,34.37585,0
5.41176,33.11567,0
10.54931,33.2444,0
5.895,36.41176,1
4.54379,35.28872,0
9.71631,34.99465,0
6.12299,36.59896,1
7.16605,36.31474,1
8.04692,36.80785,1
10.55455,36.57825,1
2.69035,36.27377,1
-1.92706,34.08224,0
3.26663,36.62891,1
8.70595,35.22067,0
1.55383,34.79808,0
5.66932,33.02255,0
-0.24046,35.81123,1
-1.10255,35.05697,0
10.54106,36.3973,1
-1.34159,35.31194,1
-0.45678,35.59367,1
3.08121,36.75134,1
-0.83899,35.0441,0
-0.89617,33.93614,0
7.24293,34.5713,1
5.25742,34.59622,0
5.25588,36.42573,1
4.25909,35.74393,0
10.72567,33.62455,0
8.00168,35.52373,0
10.12217,36.74592,1
3.46206,36.48532,1
4.58063,36.6487,1
7.03893,36.15035,0
3.24073,36.74161,1
2.6793,33.68331,0
-0.25263,35.74805,1
-1.46536,34.97324,1
0.46673,33.12769,0
2.57938,33.81088,0
5.52087,36.12811,1
6.81904,36.43855,1
-0.75666,34.80736,0
-0.23485,35.80869,1
3.97939,34.21811,0
3.76433,36.87917,1
10.36659,34.63667,0
3.18751,36.70917,1
1.35454,35.33901,1
4.95605,35.46693,0
10.47524,36.70105,1
0.17715,35.1726,0
4.59876,36.65698,1
-0.23826,35.81279,1
-0.17918,35.79866,1
10.84801,36.87814,1
4.60524,33.61183,0
11.10426,35.20501,1
-0.01416,34.24641,0
7.60851,34.14705,0
9.57862,36.66063,1
6.93104,35.09886,0
6.62702,36.4296,1
2.46038,34.007,0
5.97457,33.72392,0
7.21102,35.13434,0
7.2302,34.67294,0
-1.15953,33.13631,0
1.74371,35.44968,0
3.41787,34.76161,0
9.6386,37.07836,1
3.3381,36.69444,1
5.51206,33.24022,0
6.43092,36.9475,1
6.90087,34.32047,0
3.32925,36.75786,1
10.97691,33.79505,0
0.07683,35.24885,0
9.68068,33.53316,1
10.21503,36.88947,1
5.13219,34.51077,0
4.13361,36.61782,1
7.08483,33.62154,0
7.23992,34.57104,1
5.20047,35.92969,0
2.67766,36.48486,1
-0.2137,35.80345,1
-0.52209,35.10647,0
6.94955,36.86546,1
6.25185,36.06062,1
5.88708,34.4384,1
0.3166,33.92316,0
2.65743,33.87302,1
3.62719,35.17725,0
6.11137,36.07593,0
4.13486,36.6298,1
7.18411,36.29982,1
3.51027,36.18843,0
9.58251,36.65754,1
8.40794,36.50988,0
9.81757,37.13602,1
4.43553,33.7252,0
6.76233,36.25844,0
9.68409,33.5282,1
7.66486,36.75684,1
-0.2349,35.80892,1
9.716,37.30001,1
8.09065,34.15698,0
4.54624,33.3672,0
6.52635,36.36713,1
8.82753,36.67797,0
8.12418,36.57162,1
3.76696,36.77169,1
9.85015,34.80942,1
7.28453,36.25943,1
4.54789,36.12904,0
6.93383,36.88163,1
4.55635,36.71181,1
6.45553,36.36584,1
0.76894,35.71661,1
5.10646,34.39238,1
-1.94357,34.29981,0
9.88236,36.38952,0
10.24475,36.77018,1
-0.2358,35.80872,1
10.92389,36.91241,1
8.07493,34.95373,0
9.71245,36.80373,0
3.02855,36.67163,1
2.93236,36.13986,1
4.55064,36.71601,1
8.10636,36.42992,0
10.27993,36.15968,1
4.40565,36.66613,1
2.51143,36.47588,0
7.24298,34.56821,1
0.35338,35.73577,0
-0.23342,35.81134,1
10.58287,34.60112,1
3.82951,36.67352,0
-0.23497,35.80926,1
3.17509,36.52155,1
10.0278,36.49959,1
-0.259,35.77809,1
8.27397,36.19516,1
8.76699,36.54377,1
5.27466,34.75051,1
4.0657,36.81397,0
5.01497,33.69094,0
9.36384,33.35786,0
-0.59267,35.51208,1
0.32743,34.79827,1
11.10697,33.48241,1
7.15871,35.90359,1
2.92057,36.5468,0
4.13224,36.32636,1
9.31525,36.82288,1
1.22764,36.0507,0
9.22531,36.34074,0
-0.26797,35.8177,1
10.26775,34.60248,0
9.95768,35.63243,1
4.83318,36.53165,1
4.50055,35.71003,1
-1.65646,34.62424,1
5.57934,35.53373,1
-2.03499,34.50483,0
8.19321,34.93527,0
10.58053,34.60166,1
7.11991,36.49486,1
3.22942,33.0164,1
3.65921,36.04546,0
7.9853,34.32239,0
5.68216,36.7063,1
10.03592,33.9169,1
-0.22793,35.81055,1
5.88399,34.4395,1
-2.18099,34.46943,0
10.61846,36.76203,0
5.10941,34.39186,1
-0.10133,34.99012,0
3.22727,33.8102,0
8.54329,36.80442,1
6.38128,36.72844,1
7.62816,36.7206,1
3.47993,36.62017,1
-0.23245,35.80893,1
-0.28061,35.52861,1
8.31954,35.46843,0
6.12171,36.77578,1
6.23206,36.6594,1
-0.31921,33.58051,0
4.16439,36.62809,1
-0.23225,35.81012,1
6.8021,35.24631,1
4.15498,36.62411,1
7.61947,36.20877,1
6.51238,36.28881,1
4.99569,34.1655,0
-1.78101,33.25924,0
-0.26565,35.81677,1
9.60956,35.9124,0
9.24625,36.56491,1
10.72004,34.81295,1
0.68129,35.9967,1
9.50455,36.43906,0
0.43535,35.96078,1
8.86341,33.53393,0
4.86977,36.65783,1
0.4946,34.96412,0
8.03036,34.49342,0
-1.20909,34.95646,1
7.28993,36.89252,1
1.35496,35.34033,1
6.15922,36.20448,1
9.2432,37.02912,1
7.72672,34.22766,1
10.35374,33.25852,0
0.14656,35.91631,1
5.75179,33.8353,0
-0.23913,35.81269,1
4.08155,36.60469,1
1.76959,35.32364,0
8.90588,35.91768,0
3.62211,35.35722,0
8.80703,35.38475,0
4.58294,36.53394,1
-0.26987,35.81719,1
8.26134,33.4792,0
9.30747,37.03432,0
3.27216,36.637,1
5.70779,34.54826,1
7.67962,36.79448,1
-1.53958,34.81846,1
2.70725,36.53658,0
4.42163,34.92632,0
5.27619,34.74362,1
-0.23287,35.81002,1
5.00782,36.79076,1
3.18031,36.70549,1
6.33953,36.6259,1
4.82879,34.60452,0
-1.50147,33.28735,0
10.23799,33.53304,0
1.0351,34.34449,0
7.67638,35.48179,0
4.98423,36.3426,0
6.95872,36.87411,1
6.30582,35.25311,0
6.20763,35.41195,0
6.20988,33.10749,0
6.98621,36.39814,1
5.84101,34.6742,1
3.74634,36.1842,1
2.91434,36.69888,1
4.54998,36.7113,1
7.24025,34.57127,1
-0.83809,33.22878,0
7.24026,34.57181,1
8.27184,36.37888,1
6.63475,35.48531,1
9.51282,37.22858,1
10.15632,35.63615,1
3.11741,36.68042,1
5.1446,35.59752,0
3.13776,36.59694,1
6.8188,36.37884,0
9.68211,33.53313,1
1.37557,33.38149,0
4.12678,36.87574,1
4.05399,34.16972,0
-0.30407,35.03718,0
3.27113,36.62284,1
2.29671,33.58187,0
2.61867,36.51438,1
8.35179,34.29459,1
8.139,33.63765,0
-2.07056,33.92207,0
0.5701,35.85433,0
2.84049,36.63234,1
4.55121,36.72071,1
10.08368,33.59046,0
-0.23608,35.81155,1
6.11615,36.60305,1
10.55051,35.90376,1
2.92433,36.14055,1
5.40535,35.47266,0
8.47127,33.55517,0
9.53321,37.22942,1
10.80736,36.55782,1
4.50021,35.3603,0
7.54815,35.02648,0
3.65662,35.53938,0
-1.08896,33.09177,0
-0.9414,34.94708,1
9.13267,35.36675,0
7.23861,34.57238,1
0.12737,36.0209,1
5.02872,36.45522,1
8.60135,36.56357,1
6.43866,36.40109,1
0.14981,33.01898,0
9.28096,33.74811,0
9.06947,35.7954,0
5.97944,35.70105,0
2.37312,35.51075,0
6.28938,36.54766,1
4.54946,36.72961,1
-2.11386,33.36626,0
-2.06333,33.17804,0
2.71424,34.16251,0
6.42075,36.53494,1
6.33593,36.67252,1
7.87914,36.39481,1
7.70147,36.79505,1
10.58413,34.59663,1
4.93773,36.47688,1
3.02725,34.88035,0
-0.87332,33.82713,0
10.44312,34.91088,0
0.48091,36.04267,0
-1.55689,33.82236,0
2.75627,36.47402,1
6.13122,36.60229,1
9.39014,35.3123,0
-0.23635,35.81211,1
9.79926,36.81503,1
4.43485,36.89654,1
-0.23801,35.80879,1
4.07997,36.31907,1
10.14172,33.84959,0
3.08105,36.75106,1
6.74402,36.9488,1
-0.23262,35.8088,1
10.63405,34.73972,1
10.42522,33.49278,0
3.06625,36.52419,1
5.91613,36.61886,1
3.07938,36.75015,1
0.94597,36.00312,1
10.88981,35.23779,1
5.8399,36.17798,1
7.76979,36.90052,1
4.13551,36.6253,1
0.42376,36.16696,0
-0.18922,35.79737,1
3.45383,36.4831,1
10.5856,34.59834,1
10.06679,36.72797,1
7.24097,34.56996,1
0.78925,35.9303,1
3.83084,35.95861,0
5.49071,33.60055,0
7.19549,36.24098,0
-2.17935,34.17193,0
7.72795,36.88504,1
9.70132,33.92985,0
3.24781,33.23719,0
8.12982,36.57864,1
10.32189,33.72159,0
5.48764,36.3349,1
-0.24154,35.80991,1
10.82199,36.53294,1
10.26215,36.09164,1
4.67543,33.05934,0
6.95996,36.88361,1
1.33625,33.58097,0
5.00471,35.94362,0
5.96059,36.60947,1
2.68839,36.27035,1
1.66259,34.63935,0
9.95919,35.63408,1
3.09534,34.93875,0
7.71361,36.74543,1
-0.23708,35.80987,1
10.0408,34.29205,0
-0.26889,35.81824,1
7.13139,35.44196,1
-0.99273,33.71283,0
-0.33036,34.78635,0
1.91171,33.89502,0
7.93419,35.97144,0
9.71877,37.29863,1
7.063,36.35697,1
7.24035,34.5722,1
-0.15945,34.22791,0
4.56563,36.71558,1
-1.83068,33.94816,0
0.18522,33.47037,0
7.59692,33.64565,0
-0.81047,35.52798,0
5.55715,33.23703,0
3.90631,35.18192,0
1.80554,33.33588,0
7.56152,33.06714,0
11.01044,33.30944,0
3.74077,34.59291,0
-0.23492,35.81063,1
1.38998,34.48616,0
7.99599,36.28519,1
-0.23462,35.80856,1
6.6917,33.44032,0
5.946,36.78718,0
10.30264,35.51598,1
9.17491,36.19736,0
0.5548,35.1899,0
3.41535,36.49365,1
5.10813,34.38993,1
8.04298,36.54602,0
7.13064,35.44523,1
6.58309,36.04049,1
-0.26902,35.81741,1
4.17194,36.6344,1
6.04715,36.58567,1
4.16412,36.63396,1
8.7651,34.44932,0
-0.22779,33.04166,0
9.24663,36.77758,1
